id,source,policy_text,best_article_number,heuristic_score,semantic_score,llm_verdict,llm_score,llm_assessment,combined_score,combined_label
www_oracle_com_privacy_001,www_oracle_com_privacy,privacy @ oracle  oracle skip to content accessibility policy products industries resources customers partners developers company close search search oracle.com quick links oracle cloud infrastructure oracle fusion cloud applications oracle database download java careers at oracle search country vie...,14,0.417,0.052,Partially compliant,0.5,"Article: Article 14 — GDPR nan - Privacy policies overview of privacy policies general services recruiting facilities and physical security customer data research and development life sciences healthcare research restaurants estore dyn internet performance tools privacy choices terms of use copyright trademarks logos eeo / pay transparency law enforcement requ
Verdict: Partially compliant
Why: The paragraph indicates some information required by Article 14, but it does not clearly mention the identity and contact details for both controller and representative nor explicitly states purposes of processing or legal basis. Also lacks specifics on recipient categories and third-country data transfers safeguards.
Fix: Provide complete identification details for controllers and representatives (if any), specifically state the purpose(s) of personal data use with corresponding GDPR lawful grounds, detail all potential recipients or categories thereof as per Article 14's point e., and include explicit references to transfer safeguards compliance according to points f.",0.367,Partially compliant
www_novartis_com_privacy_001,www_novartis_com_privacy,novartis privacy hub  novartis skip to main content search site search global  en choose location international americas asia pacific europe middle east  africa global  english novartis foundation  english argentina  español brazil  português canada  english canada  français central america  español...,4,0.625,0.052,Partially compliant,0.5,"Article: Article 4 - Definitions (truncated)
Verdict: Partially compliant
Why: The paragraph uses consistent English language terminology and references to GDPR Articles, but it fails to provide clear examples or context for the definitions. It also lacks explicit mention of consent mechanisms in data processing activities which is a key aspect under Article 7 (freely given, specific and informed consent).
Fix: Include concrete scenarios demonstrating how personal data should be processed according to GDPR standards with proper reference to obtaining lawful consent.",0.419,Partially compliant
stripe_com_privacy_001,stripe_com_privacy,privacy policy stripe logo stripe services agreement stripe connect platform agreement account agreement products and programmes stripe atlas stripe adaptive pricing stripe climate climate contribution terms stripe corporate card stripe customer portal stripe data pipeline stripe financial connectio...,13,0.625,0.248,Partially compliant,0.5,"Article: Article 13 — Information to be provided where personal data are collected from the data subject.
Verdict: Partially compliant.
Why: The paragraph lists numerous elements that could form part of an information disclosure, but it lacks clear organization and does not directly state or imply how each point is addressed in practice for GDPR compliance purposes (specifically relating to the time when data are obtained).
Fix: Reorganize the content into a well-structured privacy policy section that clearly states the required information using bullet points, with subsections dedicated to explaining where and why personal data will be collected from subjects at or before collection.",0.468,Partially compliant
www_fastly_com_privacy_001,www_fastly_com_privacy,"privacy policy  fastly fastly en en ja es de fr under attack? (844) 4fastly support center log in why? products services solutions devs partners resources pricing talk to an expert try fastly free en en ja es de fr menu privacy policy published on : september 29, 2025 1. introduction and scope this ...",14,0.667,0.251,Partially compliant,0.5,"Article: Article 14 - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph provides information about contact details of fastly, Inc., but lacks specifics on legal basis for processing and categories of recipients as per Article 14 requirements. It does mention international transfers which is good practice in GDPR context.
Fix: Include a clear statement regarding the purpose(s) of collecting personal data (e.g., improving services, security), along with specific legal grounds for processing such details under Art.6(1)(b). Explicitly state categories or groups to which this information is disclosed and ensure safeguards are described if international transfers occur as per the GDPR regulations.",0.479,Partially compliant
www_amazon_co_uk_privacy_001,www_amazon_co_uk_privacy,"amazon.co.uk click the button below to continue shopping continue shopping conditions of use  sale privacy notice  1996-2025, amazon.com, inc. or its affiliates",91,0.375,0.022,Partially compliant,0.5,"Article: Article 91 (Existing data protection rules of churches and religious associations)
Verdict: Partially compliant
Why: The paragraph mentions ""churches and religious associations,"" which are included under GDPR, but lacks specific details on how they process personal data. It also incorrectly references a 19-year time frame (""since 1996""), suggesting outdated practices not in line with current regulations (GDPR came into effect much later).
Fix: Remove the incorrect date and explicitly state that comprehensive rules applied by these entities must be GDPR compliant. Additionally, detail how personal data is processed according to Article 91 of the GDPR for clarity on their level of adherence.",0.349,Partially compliant
www_wto_org_privacy_001,www_wto_org_privacy,wto  the page cannot be found world trade organization home  about wto  news  events  trade topics  wto membership  documents  resources  external relations contact us  site map  a-z  search español français home accueil portada the page cannot be found the page you are looking for might have been r...,86,0.333,0.01,Partially compliant,0.5,"Article: Article 86 Processing and public access to official documents
Verdict: Partially compliant
Why: The paragraph acknowledges the need for reconciling document disclosure with personal data protection but does not specifically address GDPR principles.
Fix: Ensure clear references to applicable EU or Member State laws regarding legitimate grounds and safeguards when processing potentially identifiable information within public documents.",0.336,Partially compliant
asana_com_privacy_001,asana_com_privacy,asana user terms of service â asana asana home product chevron-down icon solutions chevron-down icon resources chevron-down icon pricing choose your preferred language bahasa indonesia deutsch english espaãol franãais italiano ææœèª íœêµì nederlands polski portuguãªs ğ ñƒññğºğğ¹ svenska ç¹éäæ contac...,14,0.5,0.041,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the subject.  
Verdict: Partially compliant
Why: The paragraph provides some of the required information, such as product name and contact details for sales; however, it lacks specific identifiers like purpose of processing or legal basis, explicit mention about third-country data transfers, and a clear description regarding user consent.  
Fix: Clearly state in one section why personal data are processed (purpose) along with the GDPR's legal grounds for such processing; include information on any international data transfer mechanisms or safeguards put in place if relevant to third countries/organizations, and confirm that user consent has been obtained where applicable.",0.385,Partially compliant
www_theguardian_com_privacy_001,www_theguardian_com_privacy,privacy  the guardian skip to main content skip to navigation print subscriptions search jobs sign in uk uk edition us edition australia edition europe edition international edition the guardian - back to home the guardian news opinion sport culture lifestyle show more hide expanded menu news view a...,64,0.583,0.054,Partially compliant,0.5,"Article: Article 64 — Opinion of the Board
Verdict: Partially compliant
Why: The paragraph contains links to various sections that seem unrelated and potentially distracting from main content, which might lead to confusion about GDPR-specific content. Additionally, there is no clear mention or reference to data protection impact assessments (DPAs) as required in Article 35(4).
Fix: Remove non-GDPR related links that may cause reader distraction and ensure the paragraph clearly states its relevance with respect to GDPR requirements on DPAs.",0.409,Partially compliant
slack_com_privacy_001,slack_com_privacy,"privacy policy  legal  slack skip to main content features collaboration channels organise teams and work slack connect work with external partners messaging chat with your team huddles meet using audio and video clips record and share updates project management templates start any task, fast canvas...",14,0.75,0.126,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph mentions information that should be disclosed according to GDPR, but lacks clarity on who is responsible for providing this info and omits details like explicit consent or unambiguous statement of purpose which are required by Article 14(1)(c) when personal data aren't obtained from the subject.
Fix: Clearly specify that information will be provided as per GDPR requirements, state whether explicit consent is given for any processing purposes mentioned (like collaboration with external partners), and explicitly declare the purpose of this processing along with its legal basis to ensure full compliance before data collection begins.",0.469,Partially compliant
www_linkedin_com_privacy_001,www_linkedin_com_privacy,"linkedin privacy policy skip to main content linkedin respects your privacy linkedin and 3rd parties use essential and non-essential cookies to provide, secure, analyze and improve our services, and to show you relevant ads (including professional and job ads ) on and off linkedin. learn more in our...",13,0.75,0.209,Partially compliant,0.5,"Article: Article 13 - Information to be provided when personal data are collected from the data subject.
Verdict: Partially compliant.
Why: The paragraph mentions some of the required information but lacks details about legal basis for processing and specific recipients or categories if any, as well as missing mentioning transfer outside the EU/EEA without a GDPR adequacy decision unless relevant to cookies being discussed (which is not clear here). It also does not clearly inform on user agreement summary of privacy policy.
Fix: Provide detailed information about legal basis for processing and explicit categories or recipients if applicable, ensure users are informed in the cookie notice section specifically regarding transfer outside EU/EEA without an adequacy decision with references to appropriate safeguards when required (Article 46), make sure there is a link directly referring back to their privacy policy summary of user agreement and professional community policies.",0.49,Partially compliant
www_dropbox_com_privacy_001,www_dropbox_com_privacy,"privacy policy - dropbox skip to main content products dropbox store, share, and access files across devices replay review and approve videos faster backup automatically back up your devices reclaim.ai schedule habits, tasks, and meetings with ai dash find, organize, and protect company content docs...",14,0.625,0.118,Partially compliant,0.5,"Article: Article 14(1) of the GDPR — Relevant information for data subjects.  
Verdict: Partially compliant  
Why: The paragraph provides contact details and purposes but lacks explicit mention regarding recipients, legal basis, or transfer to third countries as required by subparagraphs (e), (c) & Article 46-1 GDPR requirements respectively.  
Fix: Include clear references to the categories of personal data being processed, detailed explanations for any international transfers and reference to decisions regarding such transfers or safeguards in place according to Articles 46/7(2) & (3).",0.436,Partially compliant
www_monzo_com_privacy_001,www_monzo_com_privacy,customer privacy notice skip to content personal current accounts it all starts with our personal current account personal account joint account under 16s account 16-17s account see all current accounts plans upgrade your personal account from â3 a month compare plans why monzo? bank on an award-win...,14,0.75,0.134,Partially compliant,0.5,"Article: Article 14 - Right of access by the data subject
Verdict: Partially compliant
Why: The paragraph begins with a notice to skip content, which is unrelated to GDPR requirements; it mentions personal accounts and plans but lacks clear information about processing purposes, legal basis for processing, recipients or categories of recipients.
Fix: Include specific details on the reasons why personal data are processed (e.g., marketing), explain the lawful grounds under which this is done, identify any third-party recipients and their roles in relation to the data subject's information.",0.471,Partially compliant
openai_com_privacy_001,openai_com_privacy,eu privacy policy  openai skip to main content log in switch to chatgpt (opens in a new window) sora (opens in a new window) api platform (opens in a new window) research safety for business for developers chatgpt sora stories company news research back to main menu research index research overview ...,14,0.792,0.2,Partially compliant,0.5,"Article: Article 14(1) — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant with a minor issue of clarity and completeness in providing certain information elements.
Why: While most required details like purpose, categories involved, etc., are mentioned; some essential points such as mentioning if personal data will be shared further externally (like third country transfer) or specifics on the contact info for GDPR-related queries need enhancement for clarity and completeness.
Fix: Include explicit statements regarding whether any of the personal data is being transferred to a recipient in another jurisdiction, including mentioning adequacy decisions (if applicable), suitable safeguards or how one can obtain this information from them. Clarify contact details for GDPR-related queries and ensure they are easily accessible without requiring an account login where appropriate.",0.498,Partially compliant
www_airbnb_com_privacy_001,www_airbnb_com_privacy,"airbnb privacy - airbnb help centre skip to content were sorry, some parts of the airbnb website dont work properly without javascript enabled. help centre  home page search suggestions will show after typing in the search input. use the up and down arrows to review. use enter to select. if the sele...",13,0.417,0.012,Partially compliant,0.5,"Article: Article 13 — Detailed Information Requirement for Data Subjects.
Verdict: Partially Compliant.
Why: The paragraph provides the identity and contact details of Airbnb's controller, but lacks specific information about legal basis, recipients or categories of recipients (if any), and safeguards in case of international data transfers as required by Article 13(e)–(f). Additionally, it does not explicitly address the rights provided to individuals under GDPR.
Fix: Expand the privacy policy section to include detailed information about legal basis for processing personal data, recipients or categories thereof if any, and specific safeguards in case of international transfers along with a clear explanation on how individual's rights can be exercised as per Article 12–14.",0.357,Partially compliant
www_harvard_edu_privacy_001,www_harvard_edu_privacy,"privacy statement - harvard university skip to main content harvard university 1 site notification learn about our lawsuits to protect our students and researchers search search quick links a to z index menu academics academics academics learning at harvard can happen for every type of learner, at a...",14,0.5,0.024,Partially compliant,0.5,"Article: Article 14 — Information to be provided (Not applicable)
Verdict: Partially compliant
Why: The paragraph mentions Harvard University and provides contact details, but it lacks explicit information regarding the purposes of processing personal data or legal basis for processing as required by GDPR.
Fix: Include specific reasons why student and researcher data is processed along with a clear indication that this follows GDPR compliance procedures within Harvard's operations (e.g., ""This notice informs you about the privacy practices of ... at Harvard University, where we process personal data for purposes such as academic administration..."").",0.381,Partially compliant
twitter_com_privacy_001,twitter_com_privacy,"x privacy policy skip to main content privacy policy x privacy policy effective: july 28, 2025 before you scroll, read this its really hard to make everyone happy with a privacy policy. most people who use x want something short and easy to understand. while we wish we could fit everything you need ...",14,0.625,0.164,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject
Verdict: Partially compliant
Why: The paragraph mentions providing information about purposes and legal basis for processing, recipients of personal data (which is required), but lacks explicit mention or detail on transferring data outside EU/EEA without adequate safeguards. It also does not provide details which could be considered in terms of privacy settings by the user when sharing content online; this might relate to Article 15, as it's mentioned lastly with GDPR context provided but lacks specific mention or detail related directly from that paragraph about consent and rights accessibility.
Fix: Ensure detailed information on data transfer outside EU/EEA in compliance with Articles 46-7 of the GDPR along with clear, user-accessible mechanisms for giving explicit consent to such transfers (Article 15).",0.447,Partially compliant
www_digitalocean_com_privacy_001,www_digitalocean_com_privacy,legal - privacy policy blog docs get support contact sales digitalocean products featured products droplets scalable virtual machines kubernetes scale more effectively gradient ai agentic cloud build and scale with ai cloudways managed cloud hosting app platform get apps to market faster managed dat...,14,0.667,0.144,Non-compliant,0.0,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant and non-compliant with unclear information about purposes of processing, legal basis for processing, categories of personal data concerned (particularly relating to AI agentic cloud products), recipients or categories of recipients of personal data, as well as third country transfers.
Why: The paragraph fails to clearly disclose the specific intents and bases for handling user's information along with details on who may receive this data without consent. Also missing are adequate measures related to international data transfer according to GDPR standards.
Fix: Revise privacy policy text to distinctly state purposes of processing, legal basis (like lawful or explicit consent), types and categories of personal data involved in the AI agentic cloud offerings. Clearly mention any third country recipients and include adequate safeguards information for international transfers compliant with GDPR Article 45+1 or other applicable mechanisms such as Privacy Shield (if current).",0.203,Likely non-compliant
www_n26_com_privacy_001,www_n26_com_privacy,privacy policy n26 english spain germany france italy austria switzerland united states united kingdom brasil europe belgium en plans personal business standard smart go metal view plans business standard business smart business go business metal view business plans bank highlights other features mo...,97,0.417,0.015,Partially compliant,0.5,"Article: Article 97 — Commission reports
Verdict: Partially compliant
Why: The paragraph includes personal data handling related to financial services but lacks explicit mention of GDPR impact on these processes. It also refers to decisions from the EU that are subjected under Chapter V and VII, yet does not detail their conformity with GDPR requirements directly in this context.
Fix: Include a clear statement regarding how personal data handling complies with Article 97 of the General Data Protection Regulation (GDPR), particularly relating to transfers within EU territories or third countries and cooperation between supervisory authorities. Explicitly mention any GDPR-relevant decisions made under Chapter V and VII, such as assessments by data protection officers on international data transfer mechanisms like the adequacy decision of Switzerland's privacy law in relation to EU standards.",0.358,Partially compliant
huggingface_co_privacy_001,huggingface_co_privacy,"privacy policy â hugging face hugging face models datasets spaces community docs enterprise pricing log in sign up terms of service privacy policy content policy code of conduct hugging face privacy policy ğÿ effective date: march 28, 2023 we have implemented this privacy policy because your privacy...",14,0.625,0.148,Partially compliant,0.5,"Article: Article 14 - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph provides some required information such as purpose of processing and categories of personal data but lacks complete details like contact info for the DPO, specific recipients or purposes if transfer to a third country is intended without mentioning an adequacy decision or safeguards.
Fix: Include full contact details for both company representative(s) and Data Protection Officer (if applicable), specify data categories further with examples, clearly state any intentions regarding international transfers including the existence of appropriate mechanisms like Binding Corporate Rules if relevant, and ensure all information is easily accessible to users.",0.443,Partially compliant
policies_google_com_privacy_001,policies_google_com_privacy,privacy policy  privacy  terms  google privacy  terms privacy  terms skip to main content sign in overview privacy policy terms of service technologies faq privacy  terms overview privacy policy data transfer frameworks key terms partners updates terms of service technologies faq privacy  terms priv...,14,0.708,0.112,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph mentions some of the required information but does so redundantly and lacks clarity, making it difficult for a layperson to understand their privacy rights under GDPR Article 14(1).
Fix: Revise the section on data protection officer contact details (if applicable), ensure that purposes and legal basis for processing are clear without repetition or ambiguity.",0.455,Partially compliant
www_cloudflare_com_privacy_001,www_cloudflare_com_privacy,"cloudflares privacy policy  cloudflare sign up languages english english (united kingdom) deutsch español (latinoamérica) español (españa) français italiano 日本語 한국어 polski português (brasil) русский 繁體中文 简体中文 platform connectivity cloud cloudflares connectivity cloud delivers 60 networking, security...",14,0.75,0.143,Partially compliant,0.5,"Article: Article 14 — Information to be provided when personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph includes most of the required elements such as identity, contact details of controllers and purposes for processing but lacks specific language on legal basis for transferring data out of EU countries without adequacy decisions or appropriate safeguards mentioned in point (f).
Fix: Explicitly mention that personal data will only be transferred to third countries where there are no such transfers, as per Article 14(6), and provide details on the legal basis for any necessary international data transfer.",0.473,Partially compliant
www_roche_com_privacy_001,www_roche_com_privacy,roche  privacy notice skip to content stories careers about roche about roche strategy business sustainability leadership governance history solutions solutions focus areas pharma solutions diagnostic solutions pipeline innovation innovation team  structure innovation process ethical standards partn...,13,0.792,0.264,Partially compliant,0.5,"Article: Article 13 (Nan) - Information to be provided where personal data are collected from the data subject.
Verdict: Partially compliant.
Why: The paragraph provides some information but fails to include all required elements, such as legal basis for processing and specific categories of recipients. It also lacks clarity on how it intends to handle transferring personal data internationally without an adequacy decision or safeguards in place when applicable.
Fix: Expand the paragraph by including missing information about purposes of collection, legal bases for processing if not based sole0n legitimate interests pursued by the controller/third party (which are absent here), categories of recipients where personal data is sent to any entity or group thereof and details regarding international transfers without an adequacy decision or safeguards.",0.514,Partially compliant
www_tcd_ie_privacy_001,www_tcd_ie_privacy,"privacy -  trinity college dublin skip to content menu search search students courses research faculties  schools alumni a-z gaeilge search text search privacy notice this is a statement of the practices of trinity college dublin, the university of dublin ( trinity college  / t he university ) of co...",17,0.792,0.276,Partially compliant,0.5,"Article: Article 17 - Right to erasure (‘right to be forgotten’)
Verdict: Partially Compliant
Why: The paragraph acknowledges the right to data erasure in certain conditions but does not detail specific procedures or policies for its implementation.
Fix: Provide a clear, detailed procedure that outlines how and when an individual can exercise their right under Article 17 of GDPR within the university's processes.",0.517,Partially compliant
www_jnj_com_privacy_001,www_jnj_com_privacy,skip to content discover jj medicines  therapies medical devices  technology discover jj medicines  therapies medical devices  technology locationplaceholder languageplaceholder english español choose your country or region us english español canada english français privacy program privacy statement...,14,0.542,0.078,Partially compliant,0.5,"Article: Article 14 (Nan) of the GDPR - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph mentions some necessary information such as controller's contact details, purposes and legal basis for processing but it lacks explicit mention about third-country transfers or any safeguards in place which is part of GDPR mandate under Article 14(f). It also does not provide a direct link to exercise privacy rights.
Fix: Explicitly state the transfer details, including destinations and applicable legal bases for data sharing with third countries; include clear procedures on how users can exercise their right to access or rectification of personal data in accordance with Article 16-20 GDPR guidelines.",0.405,Partially compliant
www_easyjet_com_privacy_001,www_easyjet_com_privacy,easyjets privacy notice  easyjet privacy policy skip to main page content sign in flight info flight information flight tracker - arrivals and departures last minute flight deals where can i fly? latest travel information airport transfers fast track security connections by easyjet group bookings fl...,14,0.5,0.048,Partially compliant,0.5,"Article: Article 14 - Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant.
Why: The paragraph does provide some contact details of easyjet and mentions purposes for processing, but lacks information on legal basis, categories of personal data concerned, recipients or categories thereof, transfers to third countries without adequacy decisions (if applicable), safeguards against such transfer, and the way how a copy can be obtained.
Fix: Include explicit mentions about providing contact details for easyjet's representative where appropriate; state clearly that personal data will only be used with consent or as per other legal basis like contractual necessity or GDPR legitimate interests (with an additional reference to Article 6(1) & Recital 47); categorize the types of personal data processed, specify recipients if any are third countries without appropriate safeguards; and inform on available measures for rights regarding transfer risks.",0.387,Partially compliant
www_salesforce_com_privacy_001,www_salesforce_com_privacy,salesforce privacy information  salesforce skip to content privacy information trust is our 1 value. salesforces top priority is the security and privacy of the data that we are entrusted to protect. see privacy statement learn about our commitment to privacy how we protect our customers data as a p...,14,0.833,0.327,Partially compliant,0.5,"Article: Article 14 — Right to information (nan)
Verdict: Partially compliant
Why: The paragraph mentions the provision of data subject's privacy but lacks specific details such as categories and intended recipients. It also refers to transfer mechanisms without stating if they are legally valid under GDPR.
Fix: Add detailed information about personal data processing, including types of personal data processed (categories), identities of third-country recipients or safeguards applied for international transfers in compliance with Article 46 and Annex V, along with contact details where such notices can be obtained from the controller.",0.54,Partially compliant
www_heroku_com_privacy_001,www_heroku_com_privacy,salesforce privacy information  salesforce skip to content privacy information trust is our 1 value. salesforces top priority is the security and privacy of the data that we are entrusted to protect. see privacy statement learn about our commitment to privacy how we protect our customers data as a p...,14,0.833,0.327,Partially compliant,0.5,"Article: Article 14 — Right to information (nan)
Verdict: Partially compliant
Why: The paragraph mentions the provision of data subject's privacy but lacks specific details such as categories and intended recipients. It also refers to transfer mechanisms without stating if they are legally valid under GDPR.
Fix: Add detailed information about personal data processing, including types of personal data processed (categories), identities of third-country recipients or safeguards applied for international transfers in compliance with Article 46 and Annex V, along with contact details where such notices can be obtained from the controller.",0.54,Partially compliant
www_canada_ca_privacy_001,www_canada_ca_privacy,privacy - canada.ca skip to main content skip to about government language selection français fr / gouvernement du canada search search canada.ca search menu main menu jobs and the workplace immigration and citizenship travel and tourism business and industry benefits health taxes environment and na...,14,0.708,0.057,Partially compliant,0.5,"Article: Article 14 — Right to information under GDPR.
Verdict: Partially compliant with exceptions for some details missing.
Why: The paragraph provides essential contact details and the purpose of data processing, but lacks specific identification of all recipients or categories thereof which is required by (a) in Article 14(1). Also incomplete guidance on third-country transfers under GDPR terms.
Fix: Include precise information about each category of personal data concerned and its respective recipient/category, as per the requirements in paragraphs a), e) of Article 14(1). Additionally, ensure clear communication regarding any intended transfer to non-EU countries along with adequate protective measures or decisions by EU bodies.",0.441,Partially compliant
www_politico_eu_privacy_001,www_politico_eu_privacy,politico privacy policy  politico skip to main content menu search for: submit edition: europe europe uk france germany us policy areas agriculture and food central banker competition and industrial policy cybersecurity and data protection defense energy and climate energy and climate uk energie et ...,13,0.667,0.169,Non-compliant,0.0,"Article: Article 13 — Information to be provided when personal data are obtained directly from the data subject.
Verdict: Non-compliant
Why: The paragraph does not explicitly mention information that must be given under GDPR requirements, such as purpose of processing or legal basis for transferring data outside the EU/EEA.
Fix: Update the privacy policy to clearly state why personal data is processed and ensure it provides full transparency about international data transfers in compliance with Article 13(1)(f).",0.209,Likely non-compliant
www_coinbase_com_privacy_001,www_coinbase_com_privacy,"coinbase global privacy policy skip to content skip to site index dont invest unless youre prepared to lose all the money you invest. this is a high-risk investment and you should not expect to be protected if something goes wrong. take 2 mins to learn more explore individuals  buy and sell buy, sel...",14,0.667,0.126,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph provides some required information under (a) and partially relevant details for points (c), but it fails to disclose contact info, legal basis as per point 2(e), categories of personal data concerned in terms of point 3(d), recipients or categories of the recipients concerning point 5(f), no mention of third-country transfers nor safeguards.
Fix: Include missing information on (b) and add a statement addressing points (c)(e), (d)(g), and (f).",0.448,Partially compliant
www_airtable_com_privacy_001,www_airtable_com_privacy,airtable privacy policy - airtable airtable home or view your bases platform platform platform  products airtable platform unlock the power of a next-gen app-building platform ai app building new enable teams to build custom business appsno code needed ai agents new deploy thousands of agents inside...,14,0.708,0.175,Partially compliant,0.5,"Article: Article 14 — Information to be provided where personal data have not been obtained from the data subject.
Verdict: Partially compliant
Why: The paragraph mentions providing information about the controller's identity, legal basis for processing, and purposes of processing but fails to provide details on recipients or third-country transfers as required by Article 14(f) and (g).
Fix: Include specific descriptions of data transfer destinations where applicable.",0.471,Partially compliant
aws_amazon_com_privacy_001,aws_amazon_com_privacy,"aws privacy (chromeless) skip to main content filter: all english contact us aws marketplace support my account search filter: all sign in to console create account privacy notice last updated: october 16, 2025 view the prior version of this privacy notice. this privacy notice describes how we colle...",14,0.875,0.143,Partially compliant,0.5,"Article: Article 14 (nan) of GDPR
Verdict: Partially compliant
Why: The paragraph partially meets the requirements by providing contact details and purposes for processing but lacks specifics on legal basis, categories of personal data concerned, recipients of the data, transfer mechanisms to third countries, and does not explicitly mention if it’s collected directly from individuals or indirectly.
Fix: Include detailed information about all required elements in Article 14(a-f) as well as explicit statements regarding how GDPR compliance is ensured even when personal data are processed without direct consent (for example, by third parties on their behsit).",0.504,Partially compliant
www_pepsico_com_privacy_001,www_pepsico_com_privacy,privacy who we are 1-atoms/icons/close@3x who we are who we are about pepsico mission  vision our leadership awards our commitments pepsico positive global code of conduct corporate governance learn more frito-lay 1-atoms/icons/minus/black copy@3x careers at pepsico 1-atoms/icons/minus/black copy@3x...,14,0.542,0.126,Partially compliant,0.5,"Article: Article 14 — Information to be provided when personal data are collected directly from the data subject.
Verdict: Partially Compliant
Why: The paragraph provides most of the required information, such as contact details and purposes for processing; however, it fails to mention specific categories of recipients or transfer of data to third countries without an adequacy decision/safeguards which are mandatory under GDPR.
Fix: Include detailed descriptions of all personal data categories being processed (subsection d) in the information provided and ensure that any international transfers have appropriate legal mechanisms in place as per subsection f, along with providing explicit details for these elements if they occur.",0.417,Partially compliant
azure_microsoft_com_privacy_001,azure_microsoft_com_privacy,microsoft azure legal information  microsoft azure this is the trace id: 09db4d7c7a523d1caf0977d6affba5b7 skip to main content microsoft azure azure azure home explore products popular popular view all products (200) azure ai foundry azure ai foundry agent service azure openai in foundry models azur...,4,0.5,0.012,Partially compliant,0.5,"Article: GDPR Definitions of Personal Data and Processing
Verdict: Partially Compliant
Why: The paragraph does mention key terms like 'personal data' but lacks explicit reference to the rights, obligations, or specific articles that relate them directly to GDPR compliance. It also includes unrelated Azure product names without context on personal data usage within these services.
Fix: Include a brief explanation of how each mentioned service handles personal data in accordance with GDPR principles and ensure all references are related to GDPR compliance aspects, such as data subject rights or consent requirements.",0.378,Partially compliant
www_un_org_privacy_001,www_un_org_privacy,"privacy notice  united nations skip to main content toggle navigation welcome to the united nations العربية 中文 nederlands english français kreyòl हनद bahasa indonesia polski português русский español kiswahili türkçe українська peace, dignity and equality on a healthy planet search the united nation...",13,0.542,0.197,Partially compliant,0.5,"Article: Article 13 — Information to be provided where personal data are collected from the data subject.
Verdict: Partially Compliant
Why: The paragraph provides some information required by GDPR, like identifying details of the controller and purpose for processing but it lacks contact details when transfer is intended outside EU (Article 49(1)). Does not explicitly mention legal basis or data protection officer. Also has incomplete text truncated towards end without notice on privacy rights in relation to children's information as per Article 8, which requires additional specific measures for consent of minors under the age of 16 and explicit parental consent when they are between 16-17 years old but above that can give their own consent.
Fix: Complete all required personal data collection notice points; specify legal basis, mention any transfer to third countries with adequacy decision or safeguards in place as per Article 49(2); add age and parental/guardian specifics for minors’ information processing according to Articles 8 & 13.",0.435,Partially compliant
wordpress_privacy_001,wordpress_privacy,"privacy policy wordpress.org websites (collectively wordpress.org in this document) refer to sites hosted on the wordpress.org, wordpress.net, wordcamp.org, buddypress.org, bbpress.org, and other related domains and subdomains thereof. this privacy policy describes how wordpress.org uses and protect...",13,0.542,0.069,Partially compliant,0.5,"Article: Article 13 — Right of access by the data subject to personal data
Verdict: Partially compliant
Why: The paragraph mentions providing information on purposes and legal basis for processing, but lacks details on recipients or transfers. Also missing are explicit consent in some cases required under GDPR Article 6(1).
Fix: Expand to include specific recipients of personal data where applicable; ensure that when the lawfulness is based on legitimate interests (Article 6(1)), it includes obtaining and recording affirmative consent if necessary.",0.403,Partially compliant
www_trello_com_privacy_001,www_trello_com_privacy,privacy policy  atlassian close view this page in your language ? all languages choose your language 中文 deutsch english español français italiano 한국어 nederlands 日本語 português pусский polski get it free products featured developers product managers it professionals business teams leadership teams fea...,14,0.833,0.146,Non-compliant,0.0,"Article: Article 14 — Right to information (not directly related but relevant for the general context)
Verdict: Non-compliant
Why: The paragraph lacks a complete set of personal data processing details as required by GDPR. It provides placeholders and incomplete sections without actual contact information, legal basis or transfer intentions regarding third countries.
Fix: Remove placeholder text for compliance statements, ensure that all relevant company names, addresses, phone numbers, emails are provided accurately, explicitly state the intended purposes of data processing with legitimate GDPR-compliant legal bases, and detail any international data transfers including safeguards or consent.",0.245,Likely non-compliant
